GENERO;IDOSO;CASADO;DEPENDENTES;TEMPO_COMO_CLIENTE;SERVICOTELEFONE;SERVICO_INTERNET;SERVICO_SEGURANCA;SUPORTE_TECNICO;STREAMINGTV;TIPO_CONTRATO;METODOPAGAMENTO;PAGAMENTO_MENSAL;TOTAL_PAGO;CHURN
FEMALE;0;YES;YES;23;YES;DSL;YES;YES;NO;ONE YEAR;MAILED CHECK;57.75;1282.85;NO
FEMALE;1;YES;NO;66;YES;DSL;NO;NO;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);70.85;4738.85;NO
FEMALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.55;19.55;NO
MALE;1;NO;NO;19;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;88.2;1775.8;YES
MALE;0;NO;NO;11;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);79.5;795.65;NO
FEMALE;0;YES;YES;8;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;19.75;145.0;YES
FEMALE;0;YES;YES;52;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);98.15;4993.4;NO
MALE;0;NO;NO;3;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;ELECTRONIC CHECK;20.25;61.45;NO
FEMALE;0;YES;YES;51;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);79.15;4018.55;NO
MALE;1;NO;NO;15;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;75.65;1146.65;YES
MALE;1;YES;NO;64;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;94.25;6081.4;NO
FEMALE;0;NO;NO;37;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);40.2;1478.85;NO
MALE;0;NO;NO;13;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;19.95;243.65;NO
MALE;0;YES;NO;49;YES;DSL;YES;NO;NO;ONE YEAR;ELECTRONIC CHECK;55.35;2633.95;NO
FEMALE;1;NO;NO;45;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);102.15;4735.35;NO
FEMALE;0;NO;NO;18;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.1;1247.75;NO
MALE;1;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;74.7;74.7;YES
MALE;0;YES;NO;68;YES;DSL;YES;NO;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);54.1;3794.5;NO
MALE;0;NO;NO;54;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);19.65;1008.7;NO
FEMALE;1;YES;YES;23;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);88.45;2130.55;NO
MALE;0;NO;NO;17;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;76.65;1313.55;YES
MALE;0;YES;NO;71;YES;DSL;YES;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);80.4;5727.15;NO
FEMALE;0;YES;YES;67;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.25;1372.9;NO
FEMALE;0;YES;YES;14;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;84.8;1203.9;NO
FEMALE;1;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;25.8;25.8;YES
FEMALE;0;NO;YES;63;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);19.5;1215.1;NO
FEMALE;0;NO;NO;41;YES;DSL;NO;YES;NO;ONE YEAR;ELECTRONIC CHECK;68.6;2877.05;NO
FEMALE;0;YES;NO;17;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;92.6;1579.7;NO
MALE;0;YES;NO;56;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;ELECTRONIC CHECK;100.55;5514.95;NO
FEMALE;0;NO;NO;5;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);20.55;96.1;NO
FEMALE;0;NO;NO;2;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;42.6;72.4;YES
FEMALE;0;YES;NO;3;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.6;55.25;NO
MALE;0;NO;NO;37;YES;DSL;YES;YES;NO;ONE YEAR;ELECTRONIC CHECK;67.45;2443.3;NO
FEMALE;0;NO;NO;29;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);68.85;1970.5;YES
MALE;0;NO;NO;8;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;43.55;335.4;NO
FEMALE;0;NO;NO;63;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);109.85;7002.95;NO
FEMALE;0;YES;YES;7;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.65;158.95;NO
FEMALE;0;NO;NO;3;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;95.4;293.15;NO
MALE;0;YES;YES;72;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);21.0;1493.75;NO
FEMALE;0;NO;NO;19;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;56.2;1093.4;NO
FEMALE;0;YES;NO;59;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);18.4;1057.85;NO
MALE;0;YES;YES;2;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);90.0;190.05;YES
FEMALE;0;YES;YES;35;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;ELECTRONIC CHECK;25.75;882.55;NO
MALE;0;NO;NO;14;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);19.6;300.4;NO
FEMALE;0;NO;NO;14;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;75.35;1025.95;YES
FEMALE;0;YES;YES;69;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);19.8;1436.95;NO
MALE;1;YES;NO;7;YES;DSL;YES;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;64.2;475.0;NO
MALE;0;YES;YES;69;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);75.75;5388.15;NO
FEMALE;0;YES;YES;72;YES;DSL;NO;YES;YES;TWO YEAR;ELECTRONIC CHECK;78.95;5730.15;NO
MALE;0;NO;NO;8;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;100.85;819.55;YES
FEMALE;0;YES;YES;4;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;50.3;217.1;NO
MALE;0;YES;YES;63;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);80.3;4896.35;NO
MALE;0;NO;NO;72;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.85;1434.1;NO
FEMALE;0;NO;NO;46;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;ELECTRONIC CHECK;21.1;937.1;NO
FEMALE;0;YES;NO;5;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;69.95;330.15;YES
MALE;0;YES;NO;30;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;50.0;1474.9;NO
MALE;0;NO;NO;63;YES;FIBER OPTIC;NO;NO;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);104.75;6536.5;NO
FEMALE;0;NO;NO;60;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.85;1128.1;NO
FEMALE;0;YES;NO;63;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;107.5;6873.75;YES
MALE;0;YES;YES;25;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;85.9;2199.05;NO
MALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;45.85;45.85;YES
MALE;1;YES;NO;6;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;80.8;457.1;NO
MALE;0;NO;NO;22;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;25.25;566.5;NO
FEMALE;0;YES;YES;31;YES;DSL;NO;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);80.55;2471.6;NO
FEMALE;0;YES;YES;39;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);81.5;3107.3;NO
MALE;0;NO;NO;26;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.9;518.3;NO
FEMALE;0;YES;NO;53;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);106.1;5769.75;YES
FEMALE;0;NO;NO;1;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;91.7;91.7;YES
MALE;0;NO;NO;12;YES;DSL;YES;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;67.25;832.3;NO
FEMALE;0;NO;NO;16;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);95.6;1555.65;YES
FEMALE;0;NO;NO;2;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.35;45.3;NO
MALE;0;NO;YES;39;YES;DSL;YES;YES;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);45.05;1790.6;NO
MALE;0;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;74.95;74.95;YES
FEMALE;0;YES;YES;7;YES;DSL;YES;YES;NO;MONTH-TO-MONTH;MAILED CHECK;34.65;246.6;NO
MALE;1;NO;NO;4;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;69.35;261.65;NO
MALE;1;NO;NO;10;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;95.35;898.35;YES
FEMALE;0;NO;NO;55;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;81.55;4509.5;NO
MALE;0;YES;YES;72;YES;DSL;NO;NO;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);75.4;5480.25;NO
FEMALE;0;YES;NO;10;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);67.8;653.15;NO
MALE;1;NO;NO;11;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;111.4;1183.05;NO
FEMALE;0;YES;YES;15;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;46.3;639.45;NO
FEMALE;0;YES;YES;23;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);20.4;478.75;NO
MALE;0;NO;YES;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.05;20.05;NO
FEMALE;1;NO;NO;3;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;45.0;127.1;YES
MALE;0;YES;YES;47;YES;FIBER OPTIC;YES;NO;NO;ONE YEAR;ELECTRONIC CHECK;96.1;4391.45;NO
FEMALE;0;NO;YES;15;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;19.65;270.6;NO
MALE;0;NO;NO;66;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;99.5;6710.5;YES
FEMALE;1;YES;NO;68;YES;DSL;NO;YES;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);60.65;3975.9;NO
FEMALE;0;YES;YES;17;YES;FIBER OPTIC;NO;YES;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);98.6;1704.95;YES
FEMALE;0;NO;NO;7;YES;DSL;NO;YES;YES;MONTH-TO-MONTH;MAILED CHECK;59.5;415.95;YES
MALE;1;YES;NO;12;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;80.45;950.2;YES
FEMALE;1;YES;NO;21;YES;DSL;NO;NO;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);71.7;1497.05;NO
MALE;0;NO;NO;21;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;MAILED CHECK;36.0;780.15;NO
FEMALE;0;YES;YES;56;YES;DSL;YES;NO;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);65.2;3512.15;NO
FEMALE;0;YES;YES;6;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);48.95;273.25;NO
FEMALE;1;NO;NO;65;YES;DSL;NO;NO;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);53.5;3517.9;NO
MALE;0;YES;NO;42;YES;DSL;YES;YES;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);80.45;3375.9;NO
FEMALE;0;YES;YES;68;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);109.05;7508.55;NO
MALE;0;YES;YES;48;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);26.3;1245.05;NO
FEMALE;1;NO;NO;50;YES;FIBER OPTIC;NO;YES;YES;ONE YEAR;ELECTRONIC CHECK;106.8;5347.95;NO
FEMALE;1;NO;NO;7;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;64.95;493.65;NO
FEMALE;0;YES;YES;63;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;ELECTRONIC CHECK;19.35;1263.85;NO
MALE;0;NO;NO;17;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);21.1;385.55;NO
FEMALE;0;YES;YES;42;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);77.95;3384.0;YES
MALE;0;YES;YES;4;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;18.85;84.2;NO
FEMALE;0;NO;YES;62;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);26.0;1638.7;NO
MALE;1;NO;NO;2;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;74.7;165.4;YES
FEMALE;0;YES;NO;2;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;70.35;120.25;NO
MALE;0;YES;NO;48;YES;FIBER OPTIC;YES;NO;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);96.9;4473.45;NO
MALE;0;YES;NO;27;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.55;520.55;NO
FEMALE;0;YES;YES;70;YES;DSL;NO;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);80.4;5717.85;NO
MALE;1;NO;NO;1;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;88.8;88.8;YES
MALE;0;YES;NO;46;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;94.65;4312.5;NO
MALE;0;NO;NO;30;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;90.25;2755.35;YES
FEMALE;0;NO;NO;15;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);64.65;994.55;YES
MALE;0;YES;YES;69;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);95.75;6511.25;NO
MALE;0;NO;NO;65;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);19.55;1218.65;NO
MALE;1;YES;YES;72;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);104.1;7447.7;NO
MALE;1;YES;NO;13;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);89.05;1169.35;YES
MALE;0;NO;NO;17;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;20.1;279.5;NO
MALE;0;YES;NO;51;YES;FIBER OPTIC;YES;YES;YES;ONE YEAR;ELECTRONIC CHECK;111.55;5720.35;NO
MALE;0;YES;YES;51;YES;DSL;YES;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);60.5;3121.45;NO
FEMALE;0;YES;NO;72;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);90.95;6468.6;NO
MALE;0;YES;YES;67;YES;FIBER OPTIC;NO;NO;NO;ONE YEAR;ELECTRONIC CHECK;87.4;5918.8;YES
MALE;0;NO;NO;34;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.7;675.6;NO
MALE;0;YES;NO;67;YES;DSL;YES;YES;NO;TWO YEAR;BANK TRANSFER (AUTOMATIC);50.95;3521.7;NO
FEMALE;0;YES;NO;49;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;BANK TRANSFER (AUTOMATIC);20.05;923.1;NO
MALE;0;YES;YES;53;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;19.4;1110.35;NO
MALE;0;NO;NO;27;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;59.45;1611.65;NO
FEMALE;1;NO;NO;23;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;94.75;2293.6;YES
MALE;0;NO;NO;69;YES;DSL;YES;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);81.5;5553.25;NO
FEMALE;0;YES;YES;2;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);29.05;44.75;NO
FEMALE;0;NO;NO;35;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;86.45;3029.1;YES
FEMALE;0;YES;NO;46;YES;DSL;YES;YES;NO;ONE YEAR;MAILED CHECK;70.6;3231.05;NO
FEMALE;0;NO;NO;54;YES;FIBER OPTIC;NO;NO;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);97.2;5129.45;NO
FEMALE;0;YES;NO;56;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;98.25;5508.35;YES
FEMALE;0;YES;NO;9;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);75.75;655.9;YES
MALE;0;NO;NO;20;YES;DSL;YES;YES;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);59.2;1191.2;NO
MALE;0;NO;NO;11;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;75.9;866.4;NO
FEMALE;1;YES;NO;30;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;90.05;2627.2;NO
MALE;0;YES;NO;68;YES;DSL;YES;NO;NO;TWO YEAR;BANK TRANSFER (AUTOMATIC);70.95;4741.45;NO
MALE;1;YES;NO;38;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;102.6;4009.2;NO
FEMALE;1;YES;NO;17;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);85.35;1463.45;YES
MALE;0;NO;NO;48;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);106.1;5082.8;YES
FEMALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;43.8;43.8;NO
MALE;0;YES;YES;63;YES;DSL;YES;NO;YES;TWO YEAR;ELECTRONIC CHECK;59.0;3707.6;NO
FEMALE;0;NO;NO;3;YES;DSL;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;69.95;220.45;NO
FEMALE;0;NO;NO;48;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;BANK TRANSFER (AUTOMATIC);24.35;1133.7;NO
MALE;0;NO;NO;66;YES;DSL;NO;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);29.45;1983.15;NO
FEMALE;0;YES;YES;68;YES;FIBER OPTIC;NO;NO;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);84.4;5746.75;NO
MALE;1;NO;NO;17;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;45.05;770.6;YES
FEMALE;0;YES;YES;7;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;20.65;134.05;NO
MALE;0;YES;NO;72;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);87.1;6230.1;NO
FEMALE;0;YES;NO;29;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.85;573.05;NO
MALE;0;YES;NO;37;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;90.35;3419.3;NO
FEMALE;0;NO;NO;34;YES;FIBER OPTIC;YES;NO;YES;MONTH-TO-MONTH;MAILED CHECK;109.8;3587.25;YES
FEMALE;1;NO;NO;42;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;84.65;3541.35;YES
FEMALE;0;YES;YES;59;YES;DSL;YES;YES;NO;ONE YEAR;MAILED CHECK;65.5;3801.3;NO
MALE;0;YES;YES;11;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);79.5;868.5;YES
MALE;1;YES;YES;60;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;80.95;4859.1;NO
FEMALE;0;NO;NO;27;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;MAILED CHECK;56.15;1439.35;NO
FEMALE;0;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;85.8;85.8;YES
MALE;1;NO;NO;1;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;79.1;79.1;YES
MALE;0;YES;NO;17;NO;DSL;YES;NO;NO;MONTH-TO-MONTH;MAILED CHECK;34.4;592.75;NO
MALE;0;YES;NO;58;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;20.75;1185.95;NO
MALE;0;YES;YES;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;18.8;18.8;NO
FEMALE;0;YES;YES;3;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;44.3;134.5;YES
FEMALE;0;NO;NO;53;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;90.8;4921.2;NO
MALE;0;NO;NO;35;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;ELECTRONIC CHECK;25.6;901.25;NO
MALE;0;YES;YES;50;YES;FIBER OPTIC;YES;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);105.95;5341.8;YES
MALE;0;YES;YES;68;YES;DSL;NO;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);70.8;4859.95;NO
MALE;0;YES;NO;47;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;ELECTRONIC CHECK;25.4;1139.2;NO
FEMALE;1;YES;NO;65;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);108.8;7082.45;NO
MALE;0;NO;NO;5;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;69.75;324.6;YES
MALE;0;YES;NO;51;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;94.65;4812.75;YES
FEMALE;0;NO;NO;46;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);96.05;4399.5;YES
FEMALE;0;NO;NO;9;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;76.85;663.55;NO
FEMALE;0;NO;NO;8;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;20.25;174.65;NO
